station_name,station_lat,station_lon,munro_name,munro_lat,munro_lon,distance_km
Tyndrum Lower,56.4336045,-4.7134443,Beinn an Dothaidh,56.5301376,-4.7139896,10.75
Tyndrum Lower,56.4336045,-4.7134443,Stob Dubh,56.6383410,-4.9706851,27.75
Tyndrum Lower,56.4336045,-4.7134443,Stob Coire Raineach,56.6499286,-4.9516080,28.19
Tyndrum Lower,56.4336045,-4.7134443,Beinn Narnain,56.2214527,-4.7893997,24.09
Tyndrum Lower,56.4336045,-4.7134443,Ben Vane,56.2495980,-4.7817629,20.92
Tyndrum Lower,56.4336045,-4.7134443,Ben Vorlich,56.2740128,-4.7550724,17.96
Tyndrum Lower,56.4336045,-4.7134443,Beinn Chabhair,56.3257917,-4.6414315,12.8
Tyndrum Lower,56.4336045,-4.7134443,An Caisteal,56.3385530,-4.6244890,11.93
Tyndrum Lower,56.4336045,-4.7134443,Beinn a' Chroin,56.3323177,-4.6084964,13.01
Tyndrum Lower,56.4336045,-4.7134443,Cruach Ardrain,56.3564540,-4.5761975,12.07
Tyndrum Lower,56.4336045,-4.7134443,Beinn Tulaichean,56.3422195,-4.5632896,13.77
Tyndrum Lower,56.4336045,-4.7134443,Meall nan Tarmachan,56.5216505,-4.3014118,27.22
Tyndrum Lower,56.4336045,-4.7134443,Sgiath Chùil,56.4529169,-4.4952835,13.63
Tyndrum Lower,56.4336045,-4.7134443,Beinn Cheathaich,56.4602248,-4.5268777,11.88
Tyndrum Lower,56.4336045,-4.7134443,Meall a' Churain,56.4601227,-4.4959692,13.73
Tyndrum Lower,56.4336045,-4.7134443,Meall Glas,56.4558528,-4.5466103,10.58
Tyndrum Lower,56.4336045,-4.7134443,Creag Mhòr,56.4893747,-4.6146576,8.7
Tyndrum Lower,56.4336045,-4.7134443,Beinn Chaluim,56.4546681,-4.6192551,6.26
Tyndrum Lower,56.4336045,-4.7134443,Beinn Heasgarnich,56.5102745,-4.5792800,11.89
Tyndrum Lower,56.4336045,-4.7134443,Beinn a' Chreachain,56.5603771,-4.6476241,14.69
Tyndrum Lower,56.4336045,-4.7134443,Beinn Mhanach,56.5340284,-4.6460457,11.93
Tyndrum Lower,56.4336045,-4.7134443,Beinn Achaladair,56.5516591,-4.6951314,13.19
Tyndrum Lower,56.4336045,-4.7134443,Ben Cruachan,56.4267792,-5.1318182,25.82
Tyndrum Lower,56.4336045,-4.7134443,Stob Diamh,56.4313393,-5.0914398,23.32
Tyndrum Lower,56.4336045,-4.7134443,Stob Binnein,56.3707765,-4.5356275,13.02
Tyndrum Lower,56.4336045,-4.7134443,Meall a' Bhùiridh,56.6122677,-4.8521185,21.65
Tyndrum Lower,56.4336045,-4.7134443,Creise,56.6145149,-4.8719012,22.38
Tyndrum Lower,56.4336045,-4.7134443,Stob a' Choire Odhair,56.5732856,-4.8382091,17.35
Tyndrum Lower,56.4336045,-4.7134443,Stob Ghabhar,56.5681385,-4.8821085,18.23
Tyndrum Lower,56.4336045,-4.7134443,Meall nan Eun,56.5611515,-4.9429570,20.04
Tyndrum Lower,56.4336045,-4.7134443,Stob Coir'an Albannaich,56.5548754,-4.9798427,21.25
Tyndrum Lower,56.4336045,-4.7134443,Glas Bheinn Mhòr,56.5424190,-5.0053123,21.68
Tyndrum Lower,56.4336045,-4.7134443,Beinn nan Aighenan,56.5201660,-5.0111417,20.72
Tyndrum Lower,56.4336045,-4.7134443,Drochard Ghlas,56.4301459,-5.1098641,24.46
Tyndrum Lower,56.4336045,-4.7134443,Stob Garbh,56.4254599,-5.0898090,23.24
Tyndrum Lower,56.4336045,-4.7134443,Meall Cuanail,56.4187496,-5.1308831,25.81
Tyndrum Lower,56.4336045,-4.7134443,Stob Dearg,56.4285214,-5.1438394,26.56
Tyndrum Lower,56.4336045,-4.7134443,Unnamed,56.2724330,-4.7538526,18.12
Tyndrum Lower,56.4336045,-4.7134443,Meall Buidhe,56.6172527,-4.4485826,26.15
Tyndrum Lower,56.4336045,-4.7134443,Stuchd an Lochain,56.5709447,-4.4706313,21.39
Tyndrum Lower,56.4336045,-4.7134443,Meall Ghaordaidh,56.5258317,-4.4166752,20.97
Tyndrum Lower,56.4336045,-4.7134443,Aonach Eagach,56.5667883,-4.8707776,17.71
Tyndrum Lower,56.4336045,-4.7134443,Stob Coire Sgreamhach,56.6383651,-5.0102594,29.21
Tyndrum Lower,56.4336045,-4.7134443,Unnamed,56.3324117,-4.5993123,13.29
Tyndrum Lower,56.4336045,-4.7134443,Ben Starav,56.5389171,-5.0498001,23.81
Tyndrum Lower,56.4336045,-4.7134443,Unnamed,56.5408903,-4.6972699,11.99
Tyndrum Lower,56.4336045,-4.7134443,Ben Oss,56.3893211,-4.7754019,6.24
Tyndrum Lower,56.4336045,-4.7134443,Beinn Dubhchraig,56.3913389,-4.7432864,5.05
Tyndrum Lower,56.4336045,-4.7134443,Meall Garbh,56.5105657,-4.7134427,8.57
Tyndrum Lower,56.4336045,-4.7134443,Cairn Sasunnaich,56.5063502,-4.7231881,8.12
Tyndrum Lower,56.4336045,-4.7134443,Meall Buidhe,56.5578085,-4.6702770,14.08
Tyndrum Lower,56.4336045,-4.7134443,Stob Garbh,56.3648042,-4.5736752,11.54
Tyndrum Lower,56.4336045,-4.7134443,Stob Coire an Lochain,56.3651993,-4.5299284,13.65
Tyndrum Lower,56.4336045,-4.7134443,Meall na Dìge,56.3699532,-4.5097582,14.44
Tyndrum Lower,56.4336045,-4.7134443,Unnamed,56.2787362,-4.7560102,17.44
Tyndrum Lower,56.4336045,-4.7134443,Creag na Caillich,56.5093011,-4.3369830,24.69
Tyndrum Lower,56.4336045,-4.7134443,Beinn nan Eachan,56.5156758,-4.3255368,25.59
Tyndrum Lower,56.4336045,-4.7134443,Unnamed,56.4487294,-4.6195319,6.03
Tyndrum Lower,56.4336045,-4.7134443,Stob na Doire,56.6367864,-4.9242362,26.08
Tyndrum Lower,56.4336045,-4.7134443,Stob Coire Altruim,56.6344127,-4.9408032,26.38
Tyndrum Lower,56.4336045,-4.7134443,Stob na Broige,56.6298267,-4.9512020,26.3
Tyndrum Lower,56.4336045,-4.7134443,Beinn Bhuidhe,56.3266908,-4.9067779,16.86
Tyndrum Lower,56.4336045,-4.7134443,Beinn a' Chuirn,56.5316142,-4.6681730,11.26
Tyndrum Lower,56.4336045,-4.7134443,Stob an Fhir Bhogha,56.4998660,-4.5830838,10.91
Tyndrum Lower,56.4336045,-4.7134443,Stob nan Clach,56.4809434,-4.6206228,7.78
Tyndrum Lower,56.4336045,-4.7134443,Unnamed,56.6079010,-4.4447406,25.5
Tyndrum Lower,56.4336045,-4.7134443,Unnamed,56.5685665,-4.4535897,21.95
Tyndrum Lower,56.4336045,-4.7134443,Unnamed,56.5181726,-4.5664559,13.07
Tyndrum Lower,56.4336045,-4.7134443,Beinn Ìme,56.2368829,-4.8167629,22.82
Tyndrum Lower,56.4336045,-4.7134443,Stob a' Bruaich Leith,56.5716767,-4.9178447,19.87
Tyndrum Lower,56.4336045,-4.7134443,Clach Leathad,56.6026319,-4.8682775,21.1
Tyndrum Lower,56.4336045,-4.7134443,Meall Garbh,56.5155099,-4.3120436,26.36
Tyndrum Lower,56.4336045,-4.7134443,Unnamed,56.5274669,-4.7114454,10.45
Tyndrum Lower,56.4336045,-4.7134443,Sron An Isean,56.4340429,-5.0845498,22.89
Tyndrum Lower,56.4336045,-4.7134443,Beinn a' Chochuill,56.4498628,-5.0694072,22.03
Tyndrum Lower,56.4336045,-4.7134443,Unnamed,56.4231590,-5.0878716,23.13
Tyndrum Lower,56.4336045,-4.7134443,Unnamed,56.5174094,-4.2945362,27.45
Tyndrum Lower,56.4336045,-4.7134443,Unnamed,56.5236367,-5.0492263,22.99
Tyndrum Lower,56.4336045,-4.7134443,Meall Cruidh,56.5293293,-5.0436259,22.97
Tyndrum Lower,56.4336045,-4.7134443,Stob a' Ghlais Choire,56.6235889,-4.8711062,23.27
Tyndrum Lower,56.4336045,-4.7134443,Sròn a' Ghearrain,56.5714472,-4.9021769,19.25
Tyndrum Lower,56.4336045,-4.7134443,Unnamed,56.5369690,-5.0453317,23.46
Tyndrum Lower,56.4336045,-4.7134443,Stob Coire Dheirg,56.5387138,-5.0405966,23.31
Tyndrum Lower,56.4336045,-4.7134443,Unnamed,56.3320039,-4.6096084,13.01
Tyndrum Lower,56.4336045,-4.7134443,Beinn Fhada NE Top,56.6445508,-4.9955568,29.21
Tyndrum Lower,56.4336045,-4.7134443,Beinn Fhada,56.6420357,-5.0027683,29.25
Corpach,56.8427664,-5.1221182,Ben Nevis,56.7968582,-5.0035260,8.86
Corpach,56.8427664,-5.1221182,Càrn Mòr Dearg,56.8052539,-4.9866573,9.27
Corpach,56.8427664,-5.1221182,Stob Dearg,56.6468537,-4.8987627,25.74
Corpach,56.8427664,-5.1221182,Càrn Dearg Meadhonach,56.8097631,-4.9893613,8.9
Corpach,56.8427664,-5.1221182,Sgor nam Fiannaidh,56.6793935,-5.0371437,18.92
Corpach,56.8427664,-5.1221182,Stob Coire Leith,56.6813612,-5.0227958,18.97
Corpach,56.8427664,-5.1221182,Aonach Mòr,56.8129504,-4.9617416,10.34
Corpach,56.8427664,-5.1221182,Aonach Beag,56.7999773,-4.9541724,11.31
Corpach,56.8427664,-5.1221182,Stob Bàn,56.7440062,-5.0305154,12.34
Corpach,56.8427664,-5.1221182,Am Bodach,56.7417441,-4.9833493,14.09
Corpach,56.8427664,-5.1221182,An Gearanach,56.7592162,-4.9662402,13.31
Corpach,56.8427664,-5.1221182,Na Gruagaichean,56.7436810,-4.9399281,15.67
Corpach,56.8427664,-5.1221182,Binnein Mor,56.7544245,-4.9258171,15.51
Corpach,56.8427664,-5.1221182,Sgùrr Eilde Mòr,56.7499706,-4.8954275,17.28
Corpach,56.8427664,-5.1221182,Gulvain,56.9362239,-5.2845447,14.36
Corpach,56.8427664,-5.1221182,Sgùrr Thuilm,56.9370302,-5.3891781,19.37
Corpach,56.8427664,-5.1221182,Sgùrr nan Coireachan,56.9357219,-5.4485532,22.43
Corpach,56.8427664,-5.1221182,Stob a' Choire Mheadhoin,56.8233896,-4.7609130,22.15
Corpach,56.8427664,-5.1221182,Stob Coire Easain,56.8181909,-4.7737270,21.44
Corpach,56.8427664,-5.1221182,Stob Choire Claurigh,56.8237914,-4.8498558,16.75
Corpach,56.8427664,-5.1221182,Stob Bàn,56.8106697,-4.8409103,17.54
Corpach,56.8427664,-5.1221182,Sgùrr Choinnich Mòr,56.8004299,-4.9040088,14.13
Corpach,56.8427664,-5.1221182,Stob Coire an Laoigh,56.8109037,-4.8848781,14.91
Corpach,56.8427664,-5.1221182,Meall Dearg,56.6808731,-5.0028832,19.45
Corpach,56.8427664,-5.1221182,Stob Dubh,56.6383410,-4.9706851,24.58
Corpach,56.8427664,-5.1221182,Stob Coire Raineach,56.6499286,-4.9516080,23.87
Corpach,56.8427664,-5.1221182,Sgorr Dhonuill,56.6504880,-5.1979980,21.91
Corpach,56.8427664,-5.1221182,Sgorr Dhearg,56.6539309,-5.1715514,21.24
Corpach,56.8427664,-5.1221182,Beinn Fhionnlaidh,56.6010358,-5.1048871,26.94
Corpach,56.8427664,-5.1221182,Sgùrr na h-Ulaidh,56.6197971,-5.0800660,24.96
Corpach,56.8427664,-5.1221182,Stob Coire Sgriodain,56.8313019,-4.6950358,26.1
Corpach,56.8427664,-5.1221182,Chno Dearg,56.8300810,-4.6608752,28.19
Corpach,56.8427664,-5.1221182,Beinn Teallach,56.9359660,-4.6947333,28.04
Corpach,56.8427664,-5.1221182,Sgùrr na Cìche,57.0134604,-5.4569144,27.87
Corpach,56.8427664,-5.1221182,Garbh Chìoch Mhòr,57.0086057,-5.4452584,26.99
Corpach,56.8427664,-5.1221182,Sgùrr nan Coireachan,57.0071498,-5.4047002,25.12
Corpach,56.8427664,-5.1221182,Sròn a' Choire Ghairbh,57.0078532,-4.9287093,21.83
Corpach,56.8427664,-5.1221182,Meall na Teanga,56.9885015,-4.9309213,19.97
Corpach,56.8427664,-5.1221182,Spidean Mialach,57.0889535,-5.1935807,27.76
Corpach,56.8427664,-5.1221182,Gleouraich,57.0971453,-5.2380576,29.19
Corpach,56.8427664,-5.1221182,Creise,56.6145149,-4.8719012,29.68
Corpach,56.8427664,-5.1221182,Gairich,57.0448657,-5.2558304,23.93
Corpach,56.8427664,-5.1221182,Sgùrr Mòr,57.0283321,-5.3548089,25.05
Corpach,56.8427664,-5.1221182,Unnamed,56.6794679,-5.0003858,19.65
Corpach,56.8427664,-5.1221182,Am Bodach,56.6777950,-4.9913941,20.03
Corpach,56.8427664,-5.1221182,Stob Coire nam Beith,56.6456418,-5.0368857,22.56
Corpach,56.8427664,-5.1221182,Stob Coire nan Lochan,56.6488513,-5.0218112,22.45
Corpach,56.8427664,-5.1221182,Stob Coire Sgreamhach,56.6383651,-5.0102594,23.77
Corpach,56.8427664,-5.1221182,Bidean nam Bian,56.6427446,-5.0293346,22.99
Corpach,56.8427664,-5.1221182,Beinn na Lap,56.7893938,-4.6599843,28.84
Corpach,56.8427664,-5.1221182,Sgurr Choinnich Beag,56.7967269,-4.9159966,13.59
Corpach,56.8427664,-5.1221182,Stob Coire Easain,56.8125506,-4.8933348,14.37
Corpach,56.8427664,-5.1221182,Unnamed,56.7484143,-4.9270976,15.89
Corpach,56.8427664,-5.1221182,Sgor Eilde Beag,56.7451316,-4.9129251,16.78
Corpach,56.8427664,-5.1221182,Stob an Fhuarain,56.6247503,-5.0690066,24.49
Corpach,56.8427664,-5.1221182,Unnamed,56.8251968,-4.6826762,26.9
Corpach,56.8427664,-5.1221182,Unnamed,56.8272956,-4.6906155,26.4
Corpach,56.8427664,-5.1221182,Meall Garbh,56.8201294,-4.6702227,27.7
Corpach,56.8427664,-5.1221182,Sgor an Iubhair,56.7450138,-5.0019259,13.13
Corpach,56.8427664,-5.1221182,Càrn Beag Dearg,56.8178443,-4.9973601,8.11
Corpach,56.8427664,-5.1221182,Càrn Dearg,56.7859542,-5.0207509,8.85
Corpach,56.8427664,-5.1221182,Sgùrr a' Mhàim,56.7559529,-5.0035929,12.08
Corpach,56.8427664,-5.1221182,Stob na Doire,56.6367864,-4.9242362,25.94
Corpach,56.8427664,-5.1221182,Stob Coire Altruim,56.6344127,-4.9408032,25.72
Corpach,56.8427664,-5.1221182,Stob na Broige,56.6298267,-4.9512020,25.92
Corpach,56.8427664,-5.1221182,Stob Coire a' Chairn,56.7507449,-4.9690336,13.87
Corpach,56.8427664,-5.1221182,Sgurr a'Bhuic,56.7883126,-4.9416634,12.58
Corpach,56.8427664,-5.1221182,Unnamed,56.7433080,-5.0579172,11.75
Corpach,56.8427664,-5.1221182,Stob Coire Bhealaich,56.7948516,-4.9454127,12.04
Corpach,56.8427664,-5.1221182,Mullach nan Coirean,56.7498534,-5.0724176,10.78
Corpach,56.8427664,-5.1221182,Binnein Beag,56.7669772,-4.9110831,15.41
Corpach,56.8427664,-5.1221182,Gulvain South Top,56.9258869,-5.2934589,13.96
Corpach,56.8427664,-5.1221182,Sgorr Bhan,56.6559849,-5.1619973,20.94
Corpach,56.8427664,-5.1221182,Stob a' Ghlais Choire,56.6235889,-4.8711062,28.84
Corpach,56.8427664,-5.1221182,Creag Coire na Fiar Bhealaich,57.0952941,-5.2252782,28.81
Corpach,56.8427664,-5.1221182,Na Gruagaichean North West Top,56.7457529,-4.9432775,15.37
Corpach,56.8427664,-5.1221182,Point 1048,56.7947726,-4.9388104,12.4
Corpach,56.8427664,-5.1221182,Tom Na Sroine,56.8274944,-4.9387153,11.32
Corpach,56.8427664,-5.1221182,Stob an Chul Choire,56.8146941,-4.9453185,11.24
Corpach,56.8427664,-5.1221182,Stob a'Choire Leith,56.8216634,-4.8579930,16.29
Corpach,56.8427664,-5.1221182,Stob Coire na Ceannain,56.8303463,-4.8406562,17.24
Corpach,56.8427664,-5.1221182,Stob Coire Gaibhre,56.8402326,-4.8525706,16.45
Corpach,56.8427664,-5.1221182,Stob Coire Cath na Sine,56.8159886,-4.8647796,15.99
Corpach,56.8427664,-5.1221182,Caisteal,56.8146856,-4.8742868,15.45
Corpach,56.8427664,-5.1221182,Beinn na Socaich,56.8193356,-4.8913986,14.32
Corpach,56.8427664,-5.1221182,Beinn Fhada NE Top,56.6445508,-4.9955568,23.39
Corpach,56.8427664,-5.1221182,Beinn Fhada,56.6420357,-5.0027683,23.52
Connel Ferry,56.4524639,-5.3833657,Beinn Eunaich,56.4501173,-5.0264833,22.01
Connel Ferry,56.4524639,-5.3833657,Sgorr Dhonuill,56.6504880,-5.1979980,24.82
Connel Ferry,56.4524639,-5.3833657,Sgorr Dhearg,56.6539309,-5.1715514,25.94
Connel Ferry,56.4524639,-5.3833657,Beinn Fhionnlaidh,56.6010358,-5.1048871,23.82
Connel Ferry,56.4524639,-5.3833657,Sgùrr na h-Ulaidh,56.6197971,-5.0800660,26.37
Connel Ferry,56.4524639,-5.3833657,Beinn Sgulaird,56.5663690,-5.1707061,18.23
Connel Ferry,56.4524639,-5.3833657,Ben Cruachan,56.4267792,-5.1318182,15.78
Connel Ferry,56.4524639,-5.3833657,Stob Diamh,56.4313393,-5.0914398,18.16
Connel Ferry,56.4524639,-5.3833657,Meall nan Eun,56.5611515,-4.9429570,29.7
Connel Ferry,56.4524639,-5.3833657,Stob Coir'an Albannaich,56.5548754,-4.9798427,27.34
Connel Ferry,56.4524639,-5.3833657,Glas Bheinn Mhòr,56.5424190,-5.0053123,25.35
Connel Ferry,56.4524639,-5.3833657,Beinn nan Aighenan,56.5201660,-5.0111417,24.14
Connel Ferry,56.4524639,-5.3833657,Drochard Ghlas,56.4301459,-5.1098641,17.05
Connel Ferry,56.4524639,-5.3833657,Stob Garbh,56.4254599,-5.0898090,18.36
Connel Ferry,56.4524639,-5.3833657,Meall Cuanail,56.4187496,-5.1308831,16.02
Connel Ferry,56.4524639,-5.3833657,Stob Dearg,56.4285214,-5.1438394,15.01
Connel Ferry,56.4524639,-5.3833657,Ben Starav,56.5389171,-5.0498001,22.69
Connel Ferry,56.4524639,-5.3833657,Stob an Fhuarain,56.6247503,-5.0690066,27.24
Connel Ferry,56.4524639,-5.3833657,Sgorr Bhan,56.6559849,-5.1619973,26.44
Connel Ferry,56.4524639,-5.3833657,Sron An Isean,56.4340429,-5.0845498,18.54
Connel Ferry,56.4524639,-5.3833657,Beinn a' Chochuill,56.4498628,-5.0694072,19.36
Connel Ferry,56.4524639,-5.3833657,Unnamed,56.4231590,-5.0878716,18.52
Connel Ferry,56.4524639,-5.3833657,Unnamed,56.5236367,-5.0492263,22.06
Connel Ferry,56.4524639,-5.3833657,Meall Cruidh,56.5293293,-5.0436259,22.61
Connel Ferry,56.4524639,-5.3833657,Unnamed,56.5369690,-5.0453317,22.85
Connel Ferry,56.4524639,-5.3833657,Stob Coire Dheirg,56.5387138,-5.0405966,23.19
Alexandria,55.9852719,-4.5773243,Ben Lomond,56.1903623,-4.6332874,23.1
Alexandria,55.9852719,-4.5773243,Beinn Narnain,56.2214527,-4.7893997,29.42
Loch Awe,56.4018224,-5.0416851,Stob Dearg,56.6468537,-4.8987627,28.67
Loch Awe,56.4018224,-5.0416851,Ben Lui,56.3969764,-4.8105690,14.28
Loch Awe,56.4018224,-5.0416851,Beinn a' Chleibh,56.3902442,-4.8356421,12.79
Loch Awe,56.4018224,-5.0416851,Beinn Eunaich,56.4501173,-5.0264833,5.46
Loch Awe,56.4018224,-5.0416851,Beinn Dorain,56.5028441,-4.7221593,22.69
Loch Awe,56.4018224,-5.0416851,Beinn an Dothaidh,56.5301376,-4.7139896,24.74
Loch Awe,56.4018224,-5.0416851,Stob Dubh,56.6383410,-4.9706851,26.7
Loch Awe,56.4018224,-5.0416851,Stob Coire Raineach,56.6499286,-4.9516080,28.18
Loch Awe,56.4018224,-5.0416851,Sgorr Dhonuill,56.6504880,-5.1979980,29.31
Loch Awe,56.4018224,-5.0416851,Sgorr Dhearg,56.6539309,-5.1715514,29.19
Loch Awe,56.4018224,-5.0416851,Beinn Fhionnlaidh,56.6010358,-5.1048871,22.52
Loch Awe,56.4018224,-5.0416851,Sgùrr na h-Ulaidh,56.6197971,-5.0800660,24.39
Loch Awe,56.4018224,-5.0416851,Beinn Sgulaird,56.5663690,-5.1707061,19.97
Loch Awe,56.4018224,-5.0416851,Beinn Narnain,56.2214527,-4.7893997,25.44
Loch Awe,56.4018224,-5.0416851,Ben Vane,56.2495980,-4.7817629,23.36
Loch Awe,56.4018224,-5.0416851,Ben Vorlich,56.2740128,-4.7550724,22.73
Loch Awe,56.4018224,-5.0416851,Beinn Chabhair,56.3257917,-4.6414315,26.15
Loch Awe,56.4018224,-5.0416851,An Caisteal,56.3385530,-4.6244890,26.73
Loch Awe,56.4018224,-5.0416851,Beinn a' Chroin,56.3323177,-4.6084964,27.87
Loch Awe,56.4018224,-5.0416851,Cruach Ardrain,56.3564540,-4.5761975,29.2
Loch Awe,56.4018224,-5.0416851,Creag Mhòr,56.4893747,-4.6146576,28.08
Loch Awe,56.4018224,-5.0416851,Beinn Chaluim,56.4546681,-4.6192551,26.72
Loch Awe,56.4018224,-5.0416851,Beinn Mhanach,56.5340284,-4.6460457,28.48
Loch Awe,56.4018224,-5.0416851,Beinn Achaladair,56.5516591,-4.6951314,27.1
Loch Awe,56.4018224,-5.0416851,Ben Cruachan,56.4267792,-5.1318182,6.22
Loch Awe,56.4018224,-5.0416851,Stob Diamh,56.4313393,-5.0914398,4.5
Loch Awe,56.4018224,-5.0416851,Meall a' Bhùiridh,56.6122677,-4.8521185,26.18
Loch Awe,56.4018224,-5.0416851,Creise,56.6145149,-4.8719012,25.89
Loch Awe,56.4018224,-5.0416851,Stob a' Choire Odhair,56.5732856,-4.8382091,22.84
Loch Awe,56.4018224,-5.0416851,Stob Ghabhar,56.5681385,-4.8821085,20.97
Loch Awe,56.4018224,-5.0416851,Meall nan Eun,56.5611515,-4.9429570,18.76
Loch Awe,56.4018224,-5.0416851,Stob Coir'an Albannaich,56.5548754,-4.9798427,17.46
Loch Awe,56.4018224,-5.0416851,Glas Bheinn Mhòr,56.5424190,-5.0053123,15.82
Loch Awe,56.4018224,-5.0416851,Beinn nan Aighenan,56.5201660,-5.0111417,13.31
Loch Awe,56.4018224,-5.0416851,Drochard Ghlas,56.4301459,-5.1098641,5.26
Loch Awe,56.4018224,-5.0416851,Stob Garbh,56.4254599,-5.0898090,3.97
Loch Awe,56.4018224,-5.0416851,Meall Cuanail,56.4187496,-5.1308831,5.82
Loch Awe,56.4018224,-5.0416851,Stob Dearg,56.4285214,-5.1438394,6.97
Loch Awe,56.4018224,-5.0416851,Unnamed,56.2724330,-4.7538526,22.9
Loch Awe,56.4018224,-5.0416851,Aonach Eagach,56.5667883,-4.8707776,21.17
Loch Awe,56.4018224,-5.0416851,Stob Coire nam Beith,56.6456418,-5.0368857,27.15
Loch Awe,56.4018224,-5.0416851,Stob Coire nan Lochan,56.6488513,-5.0218112,27.53
Loch Awe,56.4018224,-5.0416851,Stob Coire Sgreamhach,56.6383651,-5.0102594,26.41
Loch Awe,56.4018224,-5.0416851,Bidean nam Bian,56.6427446,-5.0293346,26.84
Loch Awe,56.4018224,-5.0416851,Unnamed,56.3324117,-4.5993123,28.41
Loch Awe,56.4018224,-5.0416851,Ben Starav,56.5389171,-5.0498001,15.27
Loch Awe,56.4018224,-5.0416851,Unnamed,56.5408903,-4.6972699,26.27
Loch Awe,56.4018224,-5.0416851,Ben Oss,56.3893211,-4.7754019,16.5
Loch Awe,56.4018224,-5.0416851,Beinn Dubhchraig,56.3913389,-4.7432864,18.46
Loch Awe,56.4018224,-5.0416851,Meall Garbh,56.5105657,-4.7134427,23.58
Loch Awe,56.4018224,-5.0416851,Cairn Sasunnaich,56.5063502,-4.7231881,22.83
Loch Awe,56.4018224,-5.0416851,Meall Buidhe,56.5578085,-4.6702770,28.73
Loch Awe,56.4018224,-5.0416851,Stob Garbh,56.3648042,-4.5736752,29.2
Loch Awe,56.4018224,-5.0416851,Unnamed,56.2787362,-4.7560102,22.36
Loch Awe,56.4018224,-5.0416851,Stob an Fhuarain,56.6247503,-5.0690066,24.88
Loch Awe,56.4018224,-5.0416851,Unnamed,56.4487294,-4.6195319,26.57
Loch Awe,56.4018224,-5.0416851,Stob na Doire,56.6367864,-4.9242362,27.14
Loch Awe,56.4018224,-5.0416851,Stob Coire Altruim,56.6344127,-4.9408032,26.63
Loch Awe,56.4018224,-5.0416851,Stob na Broige,56.6298267,-4.9512020,25.99
Loch Awe,56.4018224,-5.0416851,Beinn Bhuidhe,56.3266908,-4.9067779,11.81
Loch Awe,56.4018224,-5.0416851,Beinn a' Chuirn,56.5316142,-4.6681730,27.18
Loch Awe,56.4018224,-5.0416851,Stob nan Clach,56.4809434,-4.6206228,27.42
Loch Awe,56.4018224,-5.0416851,Beinn Ìme,56.2368829,-4.8167629,23.04
Loch Awe,56.4018224,-5.0416851,Stob a' Bruaich Leith,56.5716767,-4.9178447,20.39
Loch Awe,56.4018224,-5.0416851,Clach Leathad,56.6026319,-4.8682775,24.78
Loch Awe,56.4018224,-5.0416851,Sgorr Bhan,56.6559849,-5.1619973,29.25
Loch Awe,56.4018224,-5.0416851,Unnamed,56.5274669,-4.7114454,24.7
Loch Awe,56.4018224,-5.0416851,Sron An Isean,56.4340429,-5.0845498,4.46
Loch Awe,56.4018224,-5.0416851,Beinn a' Chochuill,56.4498628,-5.0694072,5.62
Loch Awe,56.4018224,-5.0416851,Unnamed,56.4231590,-5.0878716,3.71
Loch Awe,56.4018224,-5.0416851,Unnamed,56.5236367,-5.0492263,13.57
Loch Awe,56.4018224,-5.0416851,Meall Cruidh,56.5293293,-5.0436259,14.2
Loch Awe,56.4018224,-5.0416851,Stob a' Ghlais Choire,56.6235889,-4.8711062,26.83
Loch Awe,56.4018224,-5.0416851,Sròn a' Ghearrain,56.5714472,-4.9021769,20.75
Loch Awe,56.4018224,-5.0416851,Unnamed,56.5369690,-5.0453317,15.05
Loch Awe,56.4018224,-5.0416851,Stob Coire Dheirg,56.5387138,-5.0405966,15.24
Loch Awe,56.4018224,-5.0416851,Unnamed,56.3320039,-4.6096084,27.81
Loch Awe,56.4018224,-5.0416851,Beinn Fhada NE Top,56.6445508,-4.9955568,27.18
Loch Awe,56.4018224,-5.0416851,Beinn Fhada,56.6420357,-5.0027683,26.86
Arisaig,56.9129624,-5.8396337,Sgùrr Thuilm,56.9370302,-5.3891781,27.56
Arisaig,56.9129624,-5.8396337,Sgùrr nan Coireachan,56.9357219,-5.4485532,23.95
Arisaig,56.9129624,-5.8396337,Ladhar Bheinn,57.0752795,-5.5916930,23.53
Arisaig,56.9129624,-5.8396337,Meall Buidhe,57.0315778,-5.5463111,22.2
Arisaig,56.9129624,-5.8396337,Luinne Bheinn,57.0490584,-5.5158336,24.85
Arisaig,56.9129624,-5.8396337,Sgùrr na Cìche,57.0134604,-5.4569144,25.83
Arisaig,56.9129624,-5.8396337,Garbh Chìoch Mhòr,57.0086057,-5.4452584,26.25
Arisaig,56.9129624,-5.8396337,Sgùrr nan Coireachan,57.0071498,-5.4047002,28.46
Arisaig,56.9129624,-5.8396337,Stob a' Choire Odhair,57.0790938,-5.5814410,24.26
Falls of Cruachan,56.3940171,-5.1127256,Ben Lui,56.3969764,-4.8105690,18.66
Falls of Cruachan,56.3940171,-5.1127256,Beinn a' Chleibh,56.3902442,-4.8356421,17.12
Falls of Cruachan,56.3940171,-5.1127256,Beinn Eunaich,56.4501173,-5.0264833,8.21
Falls of Cruachan,56.3940171,-5.1127256,Beinn Dorain,56.5028441,-4.7221593,26.96
Falls of Cruachan,56.3940171,-5.1127256,Beinn an Dothaidh,56.5301376,-4.7139896,28.88
